SourceText,text,type,note
apply,apply,arguments,This is an argument and it may be used to identify a corresponding quick reply
"refuses,obey,angry,rudeness,disrespectful,rules,stubbornness,breaking,fighting,teasing,bothering","refuses,obey,angry,rudeness,disrespectful,rules,stubbornness,breaking,fighting,teasing,bothering",arguments,This is an argument and it may be used to identify a corresponding quick reply
"irritable,mood","irritable,mood",arguments,This is an argument and it may be used to identify a corresponding quick reply
1,1,arguments,This is an argument and it may be used to identify a corresponding quick reply
2,2,arguments,This is an argument and it may be used to identify a corresponding quick reply
3,3,arguments,This is an argument and it may be used to identify a corresponding quick reply
4,4,arguments,This is an argument and it may be used to identify a corresponding quick reply
5,5,arguments,This is an argument and it may be used to identify a corresponding quick reply
6,6,arguments,This is an argument and it may be used to identify a corresponding quick reply
7,7,arguments,This is an argument and it may be used to identify a corresponding quick reply
8,8,arguments,This is an argument and it may be used to identify a corresponding quick reply
9,9,arguments,This is an argument and it may be used to identify a corresponding quick reply
y yes,y yes,arguments,This is an argument and it may be used to identify a corresponding quick reply
no n,no n,arguments,This is an argument and it may be used to identify a corresponding quick reply
crying,crying,arguments,This is an argument and it may be used to identify a corresponding quick reply
sleeping,sleeping,arguments,This is an argument and it may be used to identify a corresponding quick reply
clingy,clingy,arguments,This is an argument and it may be used to identify a corresponding quick reply
whining,whining,arguments,This is an argument and it may be used to identify a corresponding quick reply
bad tempered moody,bad tempered moody,arguments,This is an argument and it may be used to identify a corresponding quick reply
eating,eating,arguments,This is an argument and it may be used to identify a corresponding quick reply
stubborn fussy,stubborn fussy,arguments,This is an argument and it may be used to identify a corresponding quick reply
naughty,naughty,arguments,This is an argument and it may be used to identify a corresponding quick reply
temper tantrums,temper tantrums,arguments,This is an argument and it may be used to identify a corresponding quick reply
n no,n no,arguments,This is an argument and it may be used to identify a corresponding quick reply
yes y,yes y,arguments,This is an argument and it may be used to identify a corresponding quick reply
y yes ,y yes ,arguments,This is an argument and it may be used to identify a corresponding quick reply
yes y ,yes y ,arguments,This is an argument and it may be used to identify a corresponding quick reply
n no ,n no ,arguments,This is an argument and it may be used to identify a corresponding quick reply
baby babies,baby babies,arguments,This is an argument and it may be used to identify a corresponding quick reply
young child children,young child children,arguments,This is an argument and it may be used to identify a corresponding quick reply
teens teenagers teen teenager,teens teenagers teen teenager,arguments,This is an argument and it may be used to identify a corresponding quick reply
no n ,no n ,arguments,This is an argument and it may be used to identify a corresponding quick reply
yes y yep sure yeah,yes y yep sure yeah,arguments,This is an argument and it may be used to identify a corresponding quick reply
no not n nope,no not n nope,arguments,This is an argument and it may be used to identify a corresponding quick reply
n no stop,n no stop,arguments,This is an argument and it may be used to identify a corresponding quick reply
111,111,arguments,This is an argument and it may be used to identify a corresponding quick reply
999,999,arguments,This is an argument and it may be used to identify a corresponding quick reply
